PaymentID,ReportID,PaymentMethod,PaymentDate,TotalAmount,CompanyPaidAmount,EmployeeDueAmount,PaymentStatus,CompanyCode,PostingDate,Currency,ItemNumber,CostCenter,GLAccount,JournalName,DocumentType,PostingKey,ProfitCenter,Amount,JournalLineDescription,DebitAmount,CreditAmount,FiscalYear,PostedDate,ExchangeRate,ExchangeRateType,ExchangeRateDate,JournalSource,JournalCategory,PrimaryLedger
PAY-4634,8bba00c1-25e0-404a-910d-830f206c8528,CorporateCardSettlement,2024-12-31T00:00:00,879.35,798.09,81.26,PAID,C003,2025-06-17,USD,ITEM-4634,CC200,600000,JNL-HOW,SA,50,PC01,1611.93,Commercial live bar.,0.0,1611.93,2025,2024-11-13,1.1133,C,2025-07-29,WORKDAY,TRAVEL,CORP_LEDGER
PAY-4635,8bbc3532-a748-40c2-b6e4-68ade7080ca0,BankTransfer,2025-09-05T00:00:00,284.44,225.8,58.64,PAID,C001,2025-06-21,USD,ITEM-4635,CC200,600000,JNL-POPULATION,DR,50,PC03,2360.51,Hit such open whom travel.,2360.51,0.0,2025,2024-10-28,1.2661,M,2025-07-22,SAP,PURCHASE,CORP_LEDGER
PAY-4636,8bbe40ef-ebcc-4bfd-925b-7ffe42a1447d,CorporateCardSettlement,2023-12-06T00:00:00,1396.43,1347.43,49.0,PAID,C003,2025-05-18,GBP,ITEM-4636,CC100,400000,JNL-POLICE,KR,50,PC02,607.08,Somebody too everything sense chance.,0.0,607.08,2025,2024-11-10,0.8836,M,2025-01-20,SAP,PURCHASE,APAC_LEDGER
PAY-4637,8bc5850c-303b-46a8-8a14-bd0752142ec9,ExpenseReimbursement,2025-10-01T00:00:00,105.39,100.66,4.73,PAID,C003,2025-09-18,EUR,ITEM-4637,CC300,600000,JNL-TEST,KR,40,PC02,4299.92,Must write structure.,4299.92,0.0,2025,2024-10-28,0.945,B,2025-04-17,WORKDAY,TRAVEL,CORP_LEDGER
PAY-4638,8bcb5fb8-adae-4cad-9736-c9213177169c,ExpenseReimbursement,2024-12-04T00:00:00,1318.33,1046.86,271.47,PAID,C003,2025-04-18,EUR,ITEM-4638,CC200,400000,JNL-AUDIENCE,DR,40,PC02,1576.64,Green small here budget throughout mention.,0.0,1576.64,2025,2025-05-11,0.8914,M,2024-12-19,CONCUR,EXPENSE,APAC_LEDGER
PAY-4639,8bcc62c5-404f-49c3-8a94-fe3b8a38d0c4,CorporateCardSettlement,2024-10-24T00:00:00,682.02,549.27,132.75,PAID,C002,2025-03-18,INR,ITEM-4639,CC100,400000,JNL-LEG,SA,50,PC02,2059.69,Cover difference perhaps air get court usually.,2059.69,0.0,2025,2025-04-03,1.0017,B,2024-10-18,CONCUR,TRAVEL,APAC_LEDGER
PAY-4640,8be22280-d0b6-4e86-a790-96dcb3cd286f,CorporateCardSettlement,2023-12-17T00:00:00,219.38,188.34,31.04,PAID,C001,2025-04-30,GBP,ITEM-4640,CC200,400000,JNL-EFFECT,KR,40,PC01,4691.15,Friend laugh expect well today range.,0.0,4691.15,2025,2025-01-10,0.7199,C,2025-06-14,SAP,PURCHASE,CORP_LEDGER
PAY-4641,8be30dc9-0578-47f7-b5f6-b46d30732ce9,ExpenseReimbursement,2025-08-29T00:00:00,977.3,823.36,153.94,PAID,C003,2025-08-17,GBP,ITEM-4641,CC300,600000,JNL-ALWAYS,KR,50,PC02,4506.18,Education else shake as young.,4506.18,0.0,2025,2024-11-04,1.4078,M,2025-03-23,WORKDAY,TRAVEL,APAC_LEDGER
PAY-4642,8be6f0e8-2025-458d-bee4-09bdc1e2cb15,CorporateCardSettlement,2024-02-17T00:00:00,1398.36,1265.3,133.06,PAID,C001,2025-06-22,GBP,ITEM-4642,CC300,600000,JNL-AUTHORITY,SA,50,PC01,4902.74,Look create choose.,0.0,4902.74,2025,2025-05-26,1.3119,M,2024-11-19,SAP,EXPENSE,APAC_LEDGER
PAY-4643,8bf3f939-0eeb-40e4-94bc-a9abc169a21e,ExpenseReimbursement,2024-06-29T00:00:00,892.74,726.86,165.88,PAID,C002,2025-01-11,GBP,ITEM-4643,CC300,500000,JNL-OPERATION,KR,40,PC03,841.13,Street whom clearly cup.,841.13,0.0,2025,2025-04-21,0.9756,M,2024-09-25,WORKDAY,TRAVEL,CORP_LEDGER
PAY-4644,8bfcfe94-bf82-4ba4-bb44-5897d7d727b7,BankTransfer,2024-07-17T00:00:00,1226.06,928.54,297.52,PAID,C003,2025-01-04,USD,ITEM-4644,CC300,400000,JNL-DESPITE,DR,40,PC03,920.67,Generation letter some there.,0.0,920.67,2025,2025-06-11,1.3411,B,2024-11-19,CONCUR,TRAVEL,CORP_LEDGER
PAY-4645,8bfea334-6a07-4529-a636-d89ffd8587c6,ExpenseReimbursement,2025-03-06T00:00:00,668.61,604.4,64.21,PAID,C003,2025-08-27,INR,ITEM-4645,CC200,500000,JNL-ADD,SA,40,PC02,769.81,Else its old speak.,769.81,0.0,2025,2025-04-29,1.0955,M,2024-12-09,WORKDAY,TRAVEL,CORP_LEDGER
PAY-4646,8bfeb03a-750c-48fc-9f9d-3b84fefa3fb9,BankTransfer,2024-08-27T00:00:00,1420.93,1228.89,192.04,PAID,C002,2025-08-12,USD,ITEM-4646,CC100,500000,JNL-BOARD,SA,40,PC03,3201.65,Energy relate investment six site.,0.0,3201.65,2025,2025-05-31,0.7671,C,2025-06-07,WORKDAY,PURCHASE,CORP_LEDGER
PAY-4647,8c0937d0-c4ec-4b57-97e1-b8db7315427f,CorporateCardSettlement,2023-10-21T00:00:00,1345.45,1120.91,224.54,PAID,C003,2025-05-26,EUR,ITEM-4647,CC100,600000,JNL-TRAINING,KR,40,PC01,2218.81,Energy my include human.,2218.81,0.0,2025,2024-11-11,1.3688,M,2025-01-04,SAP,PURCHASE,APAC_LEDGER
PAY-4648,8c0d832c-3f9d-467f-8409-6f68a9fee04b,BankTransfer,2023-11-15T00:00:00,1104.93,1001.72,103.21,PAID,C003,2025-08-03,GBP,ITEM-4648,CC100,500000,JNL-ALMOST,DR,40,PC02,3456.39,Word admit might past more themselves.,0.0,3456.39,2025,2025-08-02,0.803,B,2025-05-28,CONCUR,TRAVEL,CORP_LEDGER
PAY-4649,8c128241-29f5-4bc8-869b-72ccbad4907a,BankTransfer,2025-09-01T00:00:00,1445.16,1218.79,226.37,PAID,C001,2025-05-14,EUR,ITEM-4649,CC300,500000,JNL-AVOID,KR,40,PC01,19.66,Know home perhaps think show manage perhaps.,19.66,0.0,2025,2025-02-17,1.1799,C,2025-01-16,WORKDAY,EXPENSE,APAC_LEDGER
PAY-4650,8c1825e8-1286-4fd9-aa2e-76873f6bba1a,CorporateCardSettlement,2024-06-01T00:00:00,717.27,629.05,88.22,PAID,C003,2025-08-12,GBP,ITEM-4650,CC200,400000,JNL-SAY,KR,40,PC01,4233.36,American wonder wish choose sport money.,0.0,4233.36,2025,2025-07-29,0.9139,C,2025-02-28,SAP,EXPENSE,APAC_LEDGER
PAY-4651,8c18a847-c85c-46cc-9fd7-b19eca902078,CorporateCardSettlement,2025-08-03T00:00:00,295.86,247.79,48.07,PAID,C003,2024-11-17,GBP,ITEM-4651,CC200,400000,JNL-THOUSAND,KR,40,PC03,2104.25,Rather wonder fire purpose first.,2104.25,0.0,2025,2024-09-24,1.0338,C,2024-09-21,WORKDAY,EXPENSE,CORP_LEDGER
PAY-4652,8c272981-1490-4d78-a248-f6628b4ece1f,CorporateCardSettlement,2025-07-10T00:00:00,942.65,807.16,135.49,PAID,C001,2025-01-28,EUR,ITEM-4652,CC300,400000,JNL-PRODUCTION,SA,40,PC03,3261.76,Property word many keep.,0.0,3261.76,2025,2025-09-16,0.9415,C,2025-08-15,SAP,TRAVEL,APAC_LEDGER
PAY-4653,8c293c40-6df2-47b2-8a86-4df5550b1676,ExpenseReimbursement,2024-03-15T00:00:00,1160.25,908.43,251.82,PAID,C002,2024-12-14,EUR,ITEM-4653,CC100,500000,JNL-TONIGHT,SA,40,PC03,2056.59,Answer performance another only.,2056.59,0.0,2025,2025-03-22,0.7035,B,2025-09-13,WORKDAY,PURCHASE,CORP_LEDGER
PAY-4654,8c357b3b-9ff8-4bc3-be96-055fb9561a98,CorporateCardSettlement,2023-11-06T00:00:00,1051.54,806.37,245.17,PAID,C002,2025-02-28,EUR,ITEM-4654,CC300,500000,JNL-TERM,KR,50,PC01,4920.93,Part major method owner.,0.0,4920.93,2025,2024-11-27,1.1825,M,2025-02-10,WORKDAY,EXPENSE,APAC_LEDGER
PAY-4655,8c516556-0c51-4adc-9337-d0fa54d6394d,ExpenseReimbursement,2024-12-17T00:00:00,283.65,274.6,9.05,PAID,C003,2025-04-13,GBP,ITEM-4655,CC200,600000,JNL-COLD,KR,40,PC01,887.43,Watch upon yes thank billion modern.,887.43,0.0,2025,2024-10-27,1.0112,C,2024-10-18,CONCUR,PURCHASE,CORP_LEDGER
PAY-4656,8c5653a2-cf63-4cea-a1f2-bec73e3dee97,CorporateCardSettlement,2025-06-08T00:00:00,59.79,55.04,4.75,PAID,C003,2025-02-12,USD,ITEM-4656,CC200,500000,JNL-CUT,SA,40,PC03,3720.77,Force low phone beyond after.,0.0,3720.77,2025,2025-07-05,1.1571,B,2024-10-07,WORKDAY,EXPENSE,CORP_LEDGER
PAY-4657,8c5ac0b4-41dd-46ba-baa4-f0f6564505c8,CorporateCardSettlement,2024-11-04T00:00:00,1196.18,1065.31,130.87,PAID,C002,2025-03-12,USD,ITEM-4657,CC100,500000,JNL-NETWORK,DR,50,PC03,3552.74,Clear decision clear.,3552.74,0.0,2025,2025-04-09,1.1077,B,2024-09-22,CONCUR,TRAVEL,CORP_LEDGER
PAY-4658,8c5d4f48-c27d-40b4-9e88-d8e7c9f1fbfb,ExpenseReimbursement,2024-05-24T00:00:00,1021.57,980.95,40.62,PAID,C003,2024-11-20,EUR,ITEM-4658,CC300,400000,JNL-PUSH,SA,50,PC02,567.26,Baby cause sure think coach hour figure area.,0.0,567.26,2025,2025-09-03,0.8384,C,2025-02-24,WORKDAY,EXPENSE,CORP_LEDGER
PAY-4659,8c640135-b15b-4043-93db-b6ad06c7ef2d,BankTransfer,2024-06-07T00:00:00,621.63,614.55,7.08,PAID,C003,2024-10-09,INR,ITEM-4659,CC200,500000,JNL-MANAGE,DR,50,PC01,1129.95,Do attorney letter them.,1129.95,0.0,2025,2024-09-21,1.3505,C,2025-07-29,SAP,EXPENSE,APAC_LEDGER
PAY-4660,8c69a1e2-45db-4569-b60a-df6bbfb3e3c3,BankTransfer,2024-01-03T00:00:00,127.73,115.46,12.27,PAID,C003,2025-07-19,EUR,ITEM-4660,CC300,400000,JNL-FEEL,KR,40,PC02,4873.32,Green economic prevent.,0.0,4873.32,2025,2025-01-03,1.3529,M,2025-04-18,SAP,PURCHASE,CORP_LEDGER
PAY-4661,8c6be910-8d1e-4755-90f5-11f76fb8d7bb,ExpenseReimbursement,2024-09-10T00:00:00,213.35,183.53,29.82,PAID,C001,2024-10-17,USD,ITEM-4661,CC100,500000,JNL-POPULATION,KR,50,PC01,628.4,Charge away sport.,628.4,0.0,2025,2025-06-09,0.7175,B,2025-07-26,WORKDAY,PURCHASE,APAC_LEDGER
PAY-4662,8c7d4ca2-7bd2-4b8a-81dc-b472c5597d8d,CorporateCardSettlement,2025-10-14T00:00:00,1068.02,919.13,148.89,PAID,C002,2025-08-04,EUR,ITEM-4662,CC300,400000,JNL-AREA,DR,40,PC03,4912.15,More herself maintain live build plant enjoy.,0.0,4912.15,2025,2025-06-06,1.4931,C,2025-02-01,WORKDAY,TRAVEL,CORP_LEDGER
PAY-4663,8c7e2678-a792-4610-a590-cb62fbb685c2,CorporateCardSettlement,2025-07-30T00:00:00,648.23,486.55,161.68,PAID,C002,2025-01-19,EUR,ITEM-4663,CC100,500000,JNL-OIL,KR,50,PC02,1595.14,Dinner personal however building though lawyer kid company.,1595.14,0.0,2025,2025-08-04,0.7682,M,2025-03-21,SAP,EXPENSE,CORP_LEDGER
PAY-4664,8c803550-8d00-4985-a0b4-542b355ab67d,CorporateCardSettlement,2024-08-13T00:00:00,489.97,413.51,76.46,PAID,C003,2024-11-27,INR,ITEM-4664,CC200,400000,JNL-CENTURY,SA,40,PC01,1857.43,Range until sometimes quite difference.,0.0,1857.43,2025,2025-08-19,0.9239,B,2025-04-26,CONCUR,PURCHASE,APAC_LEDGER
PAY-4665,8c99c1bc-3d96-471a-8893-51bfec349f88,CorporateCardSettlement,2024-12-27T00:00:00,1455.44,1328.85,126.59,PAID,C002,2024-10-26,GBP,ITEM-4665,CC200,600000,JNL-SMALL,KR,40,PC01,2245.26,Similar certain pretty police too agent happen here.,2245.26,0.0,2025,2025-07-10,1.4233,B,2025-04-13,CONCUR,PURCHASE,CORP_LEDGER
PAY-4666,8ca68cf4-db60-42b5-8434-fb65d2fa56d1,BankTransfer,2024-07-27T00:00:00,748.82,607.67,141.15,PAID,C001,2025-04-28,INR,ITEM-4666,CC200,500000,JNL-HOUR,SA,50,PC01,1972.48,Offer high list reason major yard.,0.0,1972.48,2025,2025-07-09,1.3869,M,2025-04-19,SAP,PURCHASE,CORP_LEDGER
PAY-4667,8ca7f717-3e62-4014-bc69-852fce3467d0,ExpenseReimbursement,2025-09-06T00:00:00,1158.71,1095.58,63.13,PAID,C003,2025-01-21,INR,ITEM-4667,CC200,500000,JNL-SCHOOL,DR,50,PC02,4122.44,Democratic make subject money expect long.,4122.44,0.0,2025,2024-09-30,0.994,B,2025-09-06,WORKDAY,EXPENSE,CORP_LEDGER
PAY-4668,8caeb396-d11c-4f34-8fdf-67110a96b687,ExpenseReimbursement,2024-10-07T00:00:00,857.81,670.4,187.41,PAID,C003,2024-12-21,USD,ITEM-4668,CC300,600000,JNL-PROVIDE,SA,50,PC01,1499.6,Control me work enter leader.,0.0,1499.6,2025,2025-03-22,0.8911,B,2025-01-30,WORKDAY,EXPENSE,CORP_LEDGER
PAY-4669,8cc9dba8-2927-48bc-82dc-fa39752c5ee2,BankTransfer,2024-01-20T00:00:00,1361.18,1334.77,26.41,PAID,C001,2025-08-08,USD,ITEM-4669,CC300,600000,JNL-WATER,DR,40,PC01,3112.01,Actually figure enough dinner.,3112.01,0.0,2025,2025-01-19,1.4287,C,2025-07-30,WORKDAY,TRAVEL,CORP_LEDGER
PAY-4670,8ccc4600-5ac7-4f88-ba73-e374dd66392a,ExpenseReimbursement,2025-01-13T00:00:00,1073.04,955.54,117.5,PAID,C003,2025-05-12,GBP,ITEM-4670,CC100,500000,JNL-MAINTAIN,SA,40,PC03,1466.73,Husband them example.,0.0,1466.73,2025,2024-10-31,0.7563,C,2025-06-21,CONCUR,TRAVEL,CORP_LEDGER
PAY-4671,8ce79f3d-918a-44f9-bbec-c4979b06fbf8,BankTransfer,2024-03-14T00:00:00,539.14,489.74,49.4,PAID,C002,2025-03-03,EUR,ITEM-4671,CC300,500000,JNL-PERSONAL,SA,50,PC01,4966.06,Behind election real evening seat.,4966.06,0.0,2025,2025-04-19,0.7939,M,2025-03-29,SAP,TRAVEL,CORP_LEDGER
PAY-4672,8ce9a320-db30-415b-96e9-07462998a3bd,CorporateCardSettlement,2025-05-27T00:00:00,623.76,571.06,52.7,PAID,C001,2024-10-26,GBP,ITEM-4672,CC300,500000,JNL-AGAINST,SA,50,PC02,624.57,By account health huge ago down.,0.0,624.57,2025,2024-11-02,0.8733,B,2025-04-07,SAP,PURCHASE,APAC_LEDGER
PAY-4673,8cecec31-21f0-4955-b2e5-0d619b5854cf,CorporateCardSettlement,2025-05-19T00:00:00,186.37,169.14,17.23,PAID,C002,2025-07-24,USD,ITEM-4673,CC300,600000,JNL-FILM,KR,40,PC01,3701.51,Voice issue cost lot send.,3701.51,0.0,2025,2025-03-04,1.0926,C,2025-04-17,SAP,PURCHASE,APAC_LEDGER
PAY-4674,8cee32c6-65d2-414c-a4d2-f89a1e119d7c,ExpenseReimbursement,2024-03-02T00:00:00,1171.6,1169.23,2.37,PAID,C003,2025-02-13,EUR,ITEM-4674,CC200,400000,JNL-PURPOSE,KR,40,PC02,2485.63,Company real marriage Republican mother next consider.,0.0,2485.63,2025,2025-04-16,1.0214,M,2025-07-29,WORKDAY,PURCHASE,CORP_LEDGER
PAY-4675,8cf46877-3550-4de1-b7f8-649977d09956,CorporateCardSettlement,2025-06-18T00:00:00,425.78,357.88,67.9,PAID,C002,2025-02-24,GBP,ITEM-4675,CC100,500000,JNL-SOMEBODY,DR,50,PC02,474.41,Sister phone plan employee wear.,474.41,0.0,2025,2025-05-25,1.301,B,2025-03-06,WORKDAY,TRAVEL,APAC_LEDGER
PAY-4676,8cf75c19-82af-40c5-ae92-5609ac9ecfa1,BankTransfer,2024-01-16T00:00:00,599.51,473.07,126.44,PAID,C001,2025-01-16,EUR,ITEM-4676,CC100,500000,JNL-BREAK,KR,50,PC01,1088.92,Event difference ten bank analysis executive smile.,0.0,1088.92,2025,2025-08-04,0.7052,B,2025-06-25,CONCUR,EXPENSE,CORP_LEDGER
PAY-4677,8cfcbd08-c76d-4378-adae-1f2003e8ae1b,BankTransfer,2023-11-25T00:00:00,1365.47,1171.97,193.5,PAID,C002,2024-11-07,USD,ITEM-4677,CC100,400000,JNL-PERHAPS,KR,50,PC01,4284.89,Western mean dinner involve money event plant.,4284.89,0.0,2025,2025-03-01,1.3552,B,2025-01-14,SAP,PURCHASE,APAC_LEDGER
PAY-4678,8cff570a-2b99-4dcb-839b-042de80a0911,ExpenseReimbursement,2023-12-03T00:00:00,1107.82,861.21,246.61,PAID,C003,2025-08-17,GBP,ITEM-4678,CC300,400000,JNL-POINT,SA,50,PC02,529.31,What news should this than cut share different.,0.0,529.31,2025,2025-02-02,0.7374,M,2024-11-27,CONCUR,TRAVEL,CORP_LEDGER
PAY-4679,8d0929d2-9dee-47a8-aff2-278763c8b3f3,BankTransfer,2025-08-08T00:00:00,831.77,765.05,66.72,PAID,C001,2025-08-14,INR,ITEM-4679,CC300,500000,JNL-MOUTH,DR,50,PC03,3343.15,Occur long between gas ever condition.,3343.15,0.0,2025,2025-06-03,1.0803,C,2025-04-14,WORKDAY,TRAVEL,CORP_LEDGER
PAY-4680,8d0b2d4f-00f8-4cd6-b35d-8eb35681fb13,BankTransfer,2025-04-09T00:00:00,1215.52,1077.65,137.87,PAID,C001,2025-01-09,INR,ITEM-4680,CC200,600000,JNL-BUILDING,DR,50,PC02,3563.17,Serious tonight add couple theory eye increase.,0.0,3563.17,2025,2025-03-06,1.2579,C,2025-02-15,SAP,TRAVEL,APAC_LEDGER
PAY-4681,8d0beb79-1481-4ab4-bd19-11f27774cabb,BankTransfer,2024-02-18T00:00:00,593.66,547.24,46.42,PAID,C001,2025-06-25,EUR,ITEM-4681,CC300,400000,JNL-ISSUE,DR,50,PC02,4656.33,Face usually however notice.,4656.33,0.0,2025,2025-06-11,1.4011,B,2025-07-22,SAP,PURCHASE,CORP_LEDGER
PAY-4682,8d1c8c7f-9b28-43bd-ae2b-cf3537b1386e,BankTransfer,2023-12-09T00:00:00,89.7,88.3,1.4,PAID,C003,2025-02-03,EUR,ITEM-4682,CC200,500000,JNL-CARD,SA,40,PC01,989.25,Ten line just guess door.,0.0,989.25,2025,2025-05-01,1.4546,B,2025-03-09,SAP,EXPENSE,CORP_LEDGER
PAY-4683,8d1d148d-75ba-4792-a422-6908d4b5dfad,BankTransfer,2025-05-22T00:00:00,568.4,495.01,73.39,PAID,C001,2025-06-08,EUR,ITEM-4683,CC200,500000,JNL-FEAR,DR,40,PC03,1185.92,Until process prove watch.,1185.92,0.0,2025,2025-05-28,0.8721,C,2025-04-06,CONCUR,TRAVEL,APAC_LEDGER
PAY-4684,8d27a7e3-aab2-4577-b8fe-d9aa721f5da0,CorporateCardSettlement,2024-01-16T00:00:00,953.44,752.03,201.41,PAID,C002,2025-09-08,USD,ITEM-4684,CC200,400000,JNL-TOP,SA,40,PC01,4450.09,Until quality away watch interview.,0.0,4450.09,2025,2025-04-21,1.3455,M,2024-10-01,WORKDAY,EXPENSE,CORP_LEDGER
PAY-4685,8d28cfbb-f7a6-4ffe-80ff-06406ea77acd,BankTransfer,2024-10-28T00:00:00,962.69,752.85,209.84,PAID,C003,2024-12-03,GBP,ITEM-4685,CC200,600000,JNL-EARLY,KR,50,PC02,3977.78,Television picture sign describe.,3977.78,0.0,2025,2024-12-03,0.865,B,2025-05-03,WORKDAY,EXPENSE,CORP_LEDGER
PAY-4686,8d2cc334-d5ec-4599-ade4-ceae7ed020b6,ExpenseReimbursement,2024-01-29T00:00:00,1200.71,988.89,211.82,PAID,C003,2025-08-28,USD,ITEM-4686,CC300,500000,JNL-LEFT,KR,40,PC02,4243.49,Who image yeah nation rich lead.,0.0,4243.49,2025,2025-07-03,1.364,B,2024-12-12,WORKDAY,PURCHASE,CORP_LEDGER
PAY-4687,8d324e7f-ae85-40c6-877f-8621a5aa811e,BankTransfer,2025-02-15T00:00:00,391.53,307.84,83.69,PAID,C002,2024-09-30,EUR,ITEM-4687,CC300,500000,JNL-MOVEMENT,KR,40,PC01,3501.73,College point far middle without care as.,3501.73,0.0,2025,2025-08-05,1.0755,B,2024-11-02,WORKDAY,EXPENSE,APAC_LEDGER
PAY-4688,8d396bf3-0f69-4f4e-90b7-ce2a9611a033,CorporateCardSettlement,2024-03-15T00:00:00,1394.8,1291.66,103.14,PAID,C001,2025-07-11,USD,ITEM-4688,CC100,600000,JNL-SUCCESSFUL,KR,40,PC01,2832.74,Find practice center cut guy.,0.0,2832.74,2025,2024-12-05,1.4089,B,2024-10-14,WORKDAY,PURCHASE,APAC_LEDGER
PAY-4689,8d444223-7a3e-4cf5-beed-e02c2d65abad,BankTransfer,2024-04-21T00:00:00,1303.93,1254.81,49.12,PAID,C001,2025-01-21,GBP,ITEM-4689,CC200,500000,JNL-GUESS,DR,40,PC01,3486.94,Base grow success down close.,3486.94,0.0,2025,2025-09-01,0.9851,C,2024-09-30,SAP,TRAVEL,CORP_LEDGER
PAY-4690,8d48ea9b-c8ae-4c45-b20d-34b3f4bfdb02,CorporateCardSettlement,2024-07-31T00:00:00,125.69,115.56,10.13,PAID,C002,2025-04-03,GBP,ITEM-4690,CC200,500000,JNL-STANDARD,DR,50,PC03,1074.35,Few talk north real ability green.,0.0,1074.35,2025,2025-02-19,0.8001,M,2025-05-27,SAP,TRAVEL,APAC_LEDGER
PAY-4691,8d4b8ca1-8837-469b-8d29-d1022d38af0d,CorporateCardSettlement,2025-01-19T00:00:00,1053.17,881.5,171.67,PAID,C001,2025-03-22,USD,ITEM-4691,CC300,400000,JNL-BAR,DR,50,PC02,4439.52,Person government both something.,4439.52,0.0,2025,2025-06-15,0.7707,M,2025-06-21,SAP,EXPENSE,APAC_LEDGER
PAY-4692,8d5b047d-8181-4ee3-8b58-4826ca6b75fb,ExpenseReimbursement,2023-10-17T00:00:00,1281.14,1199.84,81.3,PAID,C001,2025-06-25,GBP,ITEM-4692,CC300,400000,JNL-AGAIN,SA,50,PC03,2855.55,Age benefit lay movement yard perform treat.,0.0,2855.55,2025,2025-08-13,1.4732,B,2024-11-05,SAP,TRAVEL,CORP_LEDGER
PAY-4693,8d5ea2a2-0bc2-4e15-9e1e-3ec0bd882858,ExpenseReimbursement,2024-01-19T00:00:00,219.22,176.37,42.85,PAID,C002,2024-11-21,GBP,ITEM-4693,CC200,600000,JNL-AGREEMENT,SA,40,PC02,3600.72,Finish off red place require.,3600.72,0.0,2025,2024-12-19,1.0494,B,2025-05-05,SAP,EXPENSE,APAC_LEDGER
PAY-4694,8d5efc63-9429-4a48-8ad7-4c9e8352d3f2,BankTransfer,2024-01-26T00:00:00,1265.4,1087.29,178.11,PAID,C003,2024-11-28,USD,ITEM-4694,CC300,600000,JNL-CITY,DR,40,PC01,161.24,Baby across technology point.,0.0,161.24,2025,2024-10-20,1.277,M,2025-08-28,WORKDAY,TRAVEL,CORP_LEDGER
PAY-4695,8d687bd9-2a30-4139-980f-07f2403a362e,BankTransfer,2024-03-20T00:00:00,56.92,52.81,4.11,PAID,C001,2025-08-17,GBP,ITEM-4695,CC300,400000,JNL-EDUCATION,KR,50,PC02,1545.25,Job available much.,1545.25,0.0,2025,2024-11-13,0.8272,C,2024-11-28,WORKDAY,EXPENSE,APAC_LEDGER
PAY-4696,8d6cb30d-ac1d-4ade-bb5d-ea94d72f996d,CorporateCardSettlement,2024-07-16T00:00:00,821.39,805.33,16.06,PAID,C001,2025-04-02,GBP,ITEM-4696,CC300,400000,JNL-EXIST,DR,50,PC01,4148.38,Heavy staff low.,0.0,4148.38,2025,2024-10-06,0.8635,C,2025-02-12,CONCUR,PURCHASE,CORP_LEDGER
PAY-4697,8d7103fd-05b4-464c-bd03-40258300075e,BankTransfer,2025-05-24T00:00:00,492.09,462.63,29.46,PAID,C001,2025-03-09,INR,ITEM-4697,CC300,600000,JNL-SPEND,SA,50,PC01,3549.97,Food support with toward brother end.,3549.97,0.0,2025,2024-09-29,1.1115,M,2024-11-09,WORKDAY,PURCHASE,CORP_LEDGER
PAY-4698,8d73f65d-e233-408e-88aa-1f2f0807b250,BankTransfer,2025-01-04T00:00:00,1314.39,1050.33,264.06,PAID,C001,2025-03-01,INR,ITEM-4698,CC100,500000,JNL-DISCOVER,SA,40,PC01,2490.18,Else buy area difficult responsibility.,0.0,2490.18,2025,2025-02-16,1.2004,C,2025-06-28,WORKDAY,TRAVEL,CORP_LEDGER
PAY-4699,8d77f78f-c8c7-4295-b217-d469862ca6eb,ExpenseReimbursement,2024-05-10T00:00:00,1176.39,923.75,252.64,PAID,C001,2024-11-09,USD,ITEM-4699,CC100,400000,JNL-FATHER,KR,50,PC03,4572.81,Decide trip cut people she deal.,4572.81,0.0,2025,2024-12-25,1.3004,C,2024-12-17,SAP,EXPENSE,APAC_LEDGER
PAY-4700,8d7845e5-defc-4079-bb1c-88ee80cb2e83,BankTransfer,2024-02-18T00:00:00,338.43,283.41,55.02,PAID,C003,2025-08-04,GBP,ITEM-4700,CC300,600000,JNL-BOARD,DR,40,PC03,968.14,For child explain education a since.,0.0,968.14,2025,2025-06-10,1.4392,B,2024-12-18,SAP,TRAVEL,APAC_LEDGER
PAY-4701,8d8e61db-43b0-4eab-853c-aceb19c38efe,CorporateCardSettlement,2024-12-08T00:00:00,237.3,220.35,16.95,PAID,C001,2024-12-29,INR,ITEM-4701,CC100,600000,JNL-BUY,SA,40,PC01,547.17,Response message data number back.,547.17,0.0,2025,2025-06-29,0.7167,M,2025-02-10,SAP,PURCHASE,CORP_LEDGER
PAY-4702,8d8ef6c7-1a55-41b2-a2ae-31c779f2c025,ExpenseReimbursement,2025-09-29T00:00:00,235.14,209.37,25.77,PAID,C002,2025-03-06,INR,ITEM-4702,CC300,600000,JNL-USUALLY,KR,40,PC02,777.49,National bar trip realize man forward later employee.,0.0,777.49,2025,2024-10-20,0.883,C,2024-09-29,WORKDAY,TRAVEL,APAC_LEDGER
PAY-4703,8d908997-ed4b-4ea1-bd4c-39aa2667b9f2,ExpenseReimbursement,2025-06-24T00:00:00,17.97,15.07,2.9,PAID,C003,2024-09-24,EUR,ITEM-4703,CC300,600000,JNL-DECIDE,SA,50,PC01,907.01,Dinner talk middle coach democratic mention.,907.01,0.0,2025,2025-06-05,1.1275,B,2025-03-12,SAP,EXPENSE,CORP_LEDGER
PAY-4704,8da9fd1c-5a79-44a7-8e57-1f05f42339b5,ExpenseReimbursement,2025-03-01T00:00:00,910.77,719.41,191.36,PAID,C001,2024-10-13,USD,ITEM-4704,CC100,600000,JNL-KNOW,DR,40,PC03,2278.95,Law a fight.,0.0,2278.95,2025,2025-04-14,1.0216,B,2025-01-05,SAP,TRAVEL,CORP_LEDGER
